,RowID,Project,Date,Time,Location,Species,Race_table,Genetics,Genetics_old,Genetics_specific,Genetics_conf,Adipose,Fork_length_mm,Weight_g,ID,Photo,Tissue_sample,Method,Handling,Specimen,Comment,
239,994,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A242,Fall,,Present,51,1.22,SBP23A242,3481,YES,Seine,"Measure, genetics, and release",NO,,
240,995,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A243,Fall,,Present,47,0.93,SBP23A243,3482,YES,Seine,"Measure, genetics, and release",NO,,
241,996,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A244,Fall,,Present,50,1.17,SBP23A244,3483,YES,Seine,"Measure, genetics, and release",NO,,
242,997,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A245,Fall,,Present,51,1.25,SBP23A245,3484,YES,Seine,"Measure, genetics, and release",NO,,
243,998,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A246,Fall,,Present,48,0.94,SBP23A246,3485,YES,Seine,"Measure, genetics, and release",NO,,
244,999,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A247,Fall,,Present,56,1.6,SBP23A247,3486,YES,Seine,"Measure, genetics, and release",NO,,
245,1000,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A248,Fall,,Present,47,1.05,SBP23A248,3487,YES,Seine,"Measure, genetics, and release",NO,,
246,1001,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A249,Fall,,Present,50,1.12,SBP23A249,3488,YES,Seine,"Measure, genetics, and release",NO,,
247,1002,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Spring,Spring,CHIN_CaCV_SBP23A250,SpButte,,Present,55,1.46,SBP23A250,3489,YES,Seine,"Measure, genetics, and release",NO,,
248,1003,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A251,Fall,,Present,50,1.19,SBP23A251,3490,YES,Seine,"Measure, genetics, and release",NO,,
249,1004,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A252,Fall,,Present,48,0.99,SBP23A252,3491,YES,Seine,"Measure, genetics, and release",NO,,
250,1015,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A253,Fall,,Present,48,1.01,SBP23A253,3492,YES,Seine,"Measure, genetics, and euthanize",YES,,
251,1016,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A254,Fall,,Present,52,1.4,SBP23A254,3493,YES,Seine,"Measure, genetics, and euthanize",YES,,
252,1017,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A255,Fall,,Present,50,1.17,SBP23A255,3494,YES,Seine,"Measure, genetics, and release",NO,,
253,1018,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A256,Fall,,Present,49,1.13,SBP23A256,3495,YES,Seine,"Measure, genetics, and release",NO,,
254,1019,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A257,Fall,,Present,47,0.96,SBP23A257,3496,YES,Seine,"Measure, genetics, and release",NO,,
255,1020,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A258,Fall,,Present,49,1.12,SBP23A258,3497,YES,Seine,"Measure, genetics, and release",NO,,
256,1021,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A259,Fall,,Present,47,0.97,SBP23A259,3498,YES,Seine,"Measure, genetics, and release",NO,,
257,1022,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A260,Fall,,Present,48,0.98,SBP23A260,3499,YES,Seine,"Measure, genetics, and release",NO,,
258,1023,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A261,Fall,,Present,51,1.25,SBP23A261,3500,YES,Seine,"Measure, genetics, and release",NO,,
259,1024,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A262,Fall,,Present,48,1.07,SBP23A262,3501,YES,Seine,"Measure, genetics, and release",NO,,
260,1025,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A263,Fall,,Present,50,1.16,SBP23A263,3502,YES,Seine,"Measure, genetics, and euthanize",YES,,
261,1026,Sutter Bypass 2023,2/13/2023,10:40,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A264,Fall,,Present,49,1.18,SBP23A264,3504,YES,Seine,"Measure, genetics, and release",NO,,
262,1027,Sutter Bypass 2023,2/13/2023,12:25,Refuge north wetland T2:1 to T2:2 east structure,Chinook,Spring,Fall,CHIN_CaCV_SBP23A265,Fall,,Present,59,2.06,SBP23A265,3505,YES,Seine,"Measure, genetics, and release",NO,,
263,1028,Sutter Bypass 2023,2/13/2023,12:25,Refuge north wetland T2:1 to T2:2 east structure,Chinook,Spring,Fall,CHIN_CaCV_SBP23A266,Fall,,Present,59,2.19,SBP23A266,3506,YES,Seine,"Measure, genetics, and release",NO,,
264,1029,Sutter Bypass 2023,2/13/2023,12:25,Refuge north wetland T2:1 to T2:2 east structure,Chinook,Spring,Fall,CHIN_CaCV_SBP23A267,Fall,,Present,57,1.85,SBP23A267,3507,YES,Seine,"Measure, genetics, and release",NO,,
265,1030,Sutter Bypass 2023,2/13/2023,12:25,Refuge north wetland T2:1 to T2:2 east structure,Chinook,Fall,Fall,CHIN_CaCV_SBP23A268,Fall,,Present,51,1.32,SBP23A268,3508,YES,Seine,"Measure, genetics, and euthanize",YES,,
266,1031,Sutter Bypass 2023,2/13/2023,12:25,Refuge north wetland T2:1 to T2:2 east structure,Chinook,Spring,Fall,CHIN_CaCV_SBP23A269,Fall,,Present,58,2.04,SBP23A269,3509,YES,Seine,"Measure, genetics, and release",NO,,
267,1032,Sutter Bypass 2023,2/13/2023,12:25,Refuge north wetland T2:1 to T2:2 east structure,Chinook,Spring,Fall,CHIN_CaCV_SBP23A270,Fall,,Present,55,1.58,SBP23A270,3510,YES,Seine,"Measure, genetics, and release",NO,,
268,1033,Sutter Bypass 2023,2/13/2023,12:25,Refuge north wetland T2:1 to T2:2 east structure,Chinook,Spring,Fall,CHIN_CaCV_SBP23A271,Fall,,Present,56,1.85,SBP23A271,3511,YES,Seine,"Measure, genetics, and release",NO,,
269,1034,Sutter Bypass 2023,2/13/2023,13:20,Refuge Field 11:2 southwest main drain,Chinook,Spring,Fall,CHIN_CaCV_SBP23A272,Fall,,Present,62,2.25,SBP23A272,3513,YES,Seine,"Measure, genetics, and release",NO,,
270,1035,Sutter Bypass 2023,2/13/2023,13:20,Refuge Field 11:2 southwest main drain,Chinook,Fall,Fall,CHIN_CaCV_SBP23A273,Fall,,Present,52,1.37,SBP23A273,3514,YES,Seine,"Measure, genetics, and euthanize",YES,,
271,1036,Sutter Bypass 2023,2/13/2023,13:20,Refuge Field 11:2 southwest main drain,Chinook,Fall,Fall,CHIN_CaCV_SBP23A274,Fall,,Present,50,1.16,SBP23A274,3515,YES,Seine,"Measure, genetics, and euthanize",YES,,
272,1037,Sutter Bypass 2023,2/13/2023,13:20,Refuge Field 11:2 southwest main drain,Chinook,Spring,Fall,CHIN_CaCV_SBP23A275,Fall,,Present,54,1.7,SBP23A275,3516,YES,Seine,"Measure, genetics, and release",NO,,
273,1038,Sutter Bypass 2023,2/13/2023,13:20,Refuge Field 11:2 southwest main drain,Chinook,Fall,Fall,CHIN_CaCV_SBP23A276,Fall,,Present,53,1.41,SBP23A276,3517,YES,Seine,"Measure, genetics, and release",NO,,
274,1042,Sutter Bypass 2023,2/20/2023,10:20,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A277,Fall,,Present,52,1.47,SBP23A277,3519,YES,Seine,"Measure, genetics, and euthanize",YES,,
275,1043,Sutter Bypass 2023,2/20/2023,10:20,Butte Creek at Laux Rd. boat launch,Chinook,Spring,Spring,CHIN_CaCV_SBP23A278,SpButte,,Present,62,2.38,SBP23A278,3520,YES,Seine,"Measure, genetics, and release",NO,,
276,1044,Sutter Bypass 2023,2/20/2023,10:20,Butte Creek at Laux Rd. boat launch,Chinook,Spring,Spring,CHIN_CaCV_SBP23A279,SpMill_Deer,,Present,63,2.87,SBP23A279,3521,YES,Seine,"Measure, genetics, and release",NO,,
277,1045,Sutter Bypass 2023,2/20/2023,10:20,Butte Creek at Laux Rd. boat launch,Chinook,Spring,Fall,CHIN_CaCV_SBP23A280,Fall,,Present,60,2.47,SBP23A280,3522,YES,Seine,"Measure, genetics, and release",NO,,
278,1046,Sutter Bypass 2023,2/20/2023,10:20,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A281,Fall,,Present,53,1.48,SBP23A281,3523,YES,Seine,"Measure, genetics, and euthanize",YES,,
279,1047,Sutter Bypass 2023,2/20/2023,10:20,Butte Creek at Laux Rd. boat launch,Chinook,Fall,Fall,CHIN_CaCV_SBP23A282,Fall,,Present,48,1.01,SBP23A282,3524,YES,Seine,"Measure, genetics, and euthanize",YES,,
280,1048,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A283,Fall,,Present,50,1.35,SBP23A283,3525,YES,Seine,"Measure, genetics, and release",NO,,
281,1049,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A284,Fall,,Present,40,0.55,SBP23A284,3526,YES,Seine,"Measure, genetics, and release",NO,,
282,1050,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A285,Fall,,Present,40,0.56,SBP23A285,3527,YES,Seine,"Measure, genetics, and release",NO,,
283,1051,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A286,Fall,,Present,42,0.66,SBP23A286,3528,YES,Seine,"Measure, genetics, and release",NO,,
284,1052,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A287,Fall,,Present,47,0.84,SBP23A287,3529,YES,Seine,"Measure, genetics, and release",NO,,
285,1053,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Spring,CHIN_CaCV_SBP23A288,SpMill_Deer,,Present,41,0.6,SBP23A288,3530,YES,Seine,"Measure, genetics, and release",NO,,
286,1054,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A289,Fall,,Present,45,0.85,SBP23A289,3531,YES,Seine,"Measure, genetics, and release",NO,,
287,1055,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A290,Fall,,Present,45,0.82,SBP23A290,3532,YES,Seine,"Measure, genetics, and release",NO,,
288,1056,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A291,Fall,,Present,42,0.69,SBP23A291,3533,YES,Seine,"Measure, genetics, and release",NO,,
289,1057,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A292,Fall,,Present,44,0.88,SBP23A292,3534,YES,Seine,"Measure, genetics, and euthanize",YES,,
290,1058,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A293,Fall,,Present,49,1.05,SBP23A293,3535,YES,Seine,"Measure, genetics, and euthanize",YES,,
291,1059,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A294,Fall,,Present,43,0.62,SBP23A294,3536,YES,Seine,"Measure, genetics, and euthanize",YES,,
292,1060,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A295,Fall,,Present,44,0.75,SBP23A295,3537,YES,Seine,"Measure, genetics, and euthanize",YES,,
293,1061,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A296,Fall,,Present,41,0.55,SBP23A296,3538,YES,Seine,"Measure, genetics, and euthanize",YES,,
294,1062,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A297,Fall,,Present,40,0.58,SBP23A297,3539,YES,Seine,"Measure, genetics, and euthanize",YES,,
295,1063,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A298,Fall,,Present,43,0.78,SBP23A298,3540,YES,Seine,"Measure, genetics, and euthanize",YES,,
296,1064,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A299,Fall,,Present,44,0.69,SBP23A299,3541,YES,Seine,"Measure, genetics, and euthanize",YES,,
297,1065,Sutter Bypass 2023,2/20/2023,11:20,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A300,Fall,,Present,43,0.69,SBP23A300,3542,YES,Seine,"Measure, genetics, and euthanize",YES,,
298,1066,Sutter Bypass 2023,2/20/2023,13:30,Refuge Northern wetland,Chinook,Spring,Fall,CHIN_CaCV_SBP23A301,Fall,,Present,64,3.01,SBP23A301,3543,YES,Seine,"Measure, genetics, and release",NO,,
299,1067,Sutter Bypass 2023,2/20/2023,13:30,Refuge Northern wetland,Chinook,Spring,Fall,CHIN_CaCV_SBP23A302,Fall,,Present,60,2.2,SBP23A302,3544,YES,Seine,"Measure, genetics, and release",NO,,
300,1068,Sutter Bypass 2023,2/20/2023,13:30,Refuge Northern wetland,Chinook,Spring,Fall,CHIN_CaCV_SBP23A303,Fall,,Present,58,1.93,SBP23A303,3545,YES,Seine,"Measure, genetics, and release",NO,,
301,1069,Sutter Bypass 2023,2/20/2023,13:30,Refuge Northern wetland,Chinook,Spring,Fall,CHIN_CaCV_SBP23A304,Fall,,Present,57,1.94,SBP23A304,3546,YES,Seine,"Measure, genetics, and release",NO,,
302,1070,Sutter Bypass 2023,2/20/2023,13:30,Refuge T5 wetland inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A305,Fall,,Present,50,1.3,SBP23A305,3547,YES,Seine,"Measure, genetics, and release",NO,,
303,1071,Sutter Bypass 2023,2/20/2023,13:30,Refuge T5 wetland inlet,Chinook,Spring,LateFall,CHIN_CaCV_SBP23A306,LateFall,,Present,56,2.04,SBP23A306,3548,YES,Seine,"Measure, genetics, and release",NO,,
304,1072,Sutter Bypass 2023,2/20/2023,13:30,Refuge T5 wetland inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A307,Fall,,Present,56,1.89,SBP23A307,3549,YES,Seine,"Measure, genetics, and release",NO,,
305,1073,Sutter Bypass 2023,2/20/2023,13:30,Refuge T5 wetland inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A308,Fall,,Present,66,3.16,SBP23A308,3550,YES,Seine,"Measure, genetics, and release",NO,,
306,1074,Sutter Bypass 2023,2/20/2023,13:30,Refuge T5 wetland inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A309,Fall,,Present,56,1.92,SBP23A309,3551,YES,Seine,"Measure, genetics, and release",NO,,
307,1075,Sutter Bypass 2023,2/20/2023,13:30,Refuge T5 wetland inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A310,Fall,,Present,57,1.96,SBP23A310,3552,YES,Seine,"Measure, genetics, and release",NO,,
308,1076,Sutter Bypass 2023,2/20/2023,13:30,Refuge T5 wetland inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A311,Fall,,Present,49,1.26,SBP23A311,3553,YES,Seine,"Measure, genetics, and release",NO,,
309,1077,Sutter Bypass 2023,2/27/2023,11:00,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A312,Fall,,Present,47,1.01,SBP23A312,3554,YES,Seine,"Measure, genetics, and euthanize",YES,,
310,1078,Sutter Bypass 2023,2/27/2023,11:00,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A313,Fall,,Present,48,1.09,SBP23A313,3555,YES,Seine,"Measure, genetics, and euthanize",YES,,
311,1079,Sutter Bypass 2023,2/27/2023,11:00,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A314,Fall,,Present,45,0.77,SBP23A314,3556,YES,Seine,"Measure, genetics, and euthanize",YES,,
312,1080,Sutter Bypass 2023,2/27/2023,11:00,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A315,Fall,,Present,44,0.88,SBP23A315,3557,YES,Seine,"Measure, genetics, and release",NO,,
313,1081,Sutter Bypass 2023,2/27/2023,11:00,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,LateFall,CHIN_CaCV_SBP23A316,LateFall,,Present,42,0.71,SBP23A316,3558,YES,Seine,"Measure, genetics, and release",NO,,
314,1082,Sutter Bypass 2023,2/27/2023,11:00,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A317,Fall,,Present,43,0.77,SBP23A317,3559,YES,Seine,"Measure, genetics, and release",NO,,
315,1083,Sutter Bypass 2023,2/27/2023,11:00,Sacramento River at Colusa Bend gravel bar,Chinook,Fall,Fall,CHIN_CaCV_SBP23A318,Fall,,Present,46,0.9,SBP23A318,3560,YES,Seine,"Measure, genetics, and release",NO,,
316,1084,Sutter Bypass 2023,2/27/2023,12:50,Refuge T2:1 inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A319,Fall,,Present,60,2.28,SBP23A319,3561,YES,Seine,"Measure, genetics, and release",NO,,
317,1085,Sutter Bypass 2023,2/27/2023,12:50,Refuge T2:1 inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A320,Fall,,Present,61,2.24,SBP23A320,3562,YES,Seine,"Measure, genetics, and release",NO,,
318,1086,Sutter Bypass 2023,2/27/2023,13:05,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A321,Fall,,Present,62,2.55,SBP23A321,3563,YES,Seine,"Measure, genetics, and release",NO,,
319,1087,Sutter Bypass 2023,2/27/2023,13:05,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A322,Fall,,Present,70,3.51,SBP23A322,3564,YES,Seine,"Measure, genetics, and release",NO,Datasheet says 75mm,
320,1088,Sutter Bypass 2023,2/27/2023,13:05,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A323,Fall,,Present,64,2.42,SBP23A323,3565,YES,Seine,"Measure, genetics, and release",NO,,
321,1089,Sutter Bypass 2023,2/27/2023,13:05,Refuge T2:1 to T2:2 east culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A324,Fall,,Present,58,1.99,SBP23A324,3566,YES,Seine,"Measure, genetics, and release",NO,,
322,1090,Sutter Bypass 2023,3/8/2023,13:15,Refuge T2:1 inlet,Chinook,Spring,,,,,Present,80,6.12,SBP23A325,3567,YES,Seine,"Measure, genetics, and take specimen",YES,"Mort, apparent fatal injury from the seine or potentially the inlet pump impeller immediately upstream, due to the uncertainty we will account for it in our incidental mortality",
323,1091,Sutter Bypass 2023,3/8/2023,13:15,Refuge T2:1 inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A326,Fall,,Present,69,3.76,SBP23A326,3568,YES,Seine,"Measure, genetics, and release",NO,,
324,1092,Sutter Bypass 2023,3/8/2023,13:15,Refuge T2:1 inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A327,Fall,,Present,73,4,SBP23A327,3569,YES,Seine,"Measure, genetics, and release",NO,,
325,1093,Sutter Bypass 2023,3/8/2023,13:45,Refuge T5 wetland inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A328,Fall,,Present,53,1.52,SBP23A328,3571,YES,Seine,"Measure, genetics, and euthanize",YES,,
326,1096,Sutter Bypass 2023,3/13/2023,8:00,Tisdale Bypass at Reclamation Rd,Chinook,Spring,Winter,CHIN_CaCV_SBP23A329,Winter,,Clipped,85,5.86,SBP23A329,3476,YES,Seine,"Measure, genetics, and release",NO,,
327,1097,Sutter Bypass 2023,3/13/2023,8:00,Tisdale Bypass at Reclamation Rd,Chinook,Spring,Winter,CHIN_CaCV_SBP23A330,Winter,,Clipped,72,3.89,SBP23A330,3477,YES,Seine,"Measure, genetics, and release",NO,,
328,1098,Sutter Bypass 2023,3/13/2023,8:00,Tisdale Bypass at Reclamation Rd,Chinook,Fall,Fall,CHIN_CaCV_SBP23A331,Fall,,Present,59,2.04,SBP23A331,3478,YES,Seine,"Measure, genetics, and euthanize",YES,,
329,1099,Sutter Bypass 2023,3/13/2023,8:00,Tisdale Bypass at Reclamation Rd,Chinook,Fall,Fall,CHIN_CaCV_SBP23A332,Fall,,Present,62,2.19,SBP23A332,3479,YES,Seine,"Measure, genetics, and euthanize",YES,,
330,1100,Sutter Bypass 2023,3/13/2023,8:00,Tisdale Bypass at Reclamation Rd,Chinook,Spring,,,,,Present,68,3.29,SBP23A333,3480,YES,Seine,"Measure, genetics, and release",NO,,
331,1101,Sutter Bypass 2023,3/13/2023,8:00,Tisdale Bypass at Reclamation Rd,Chinook,Winter,Winter,CHIN_CaCV_SBP23A334,Winter,,Clipped,92,7.72,SBP23A334,3481,YES,Seine,"Measure, genetics, and release",NO,,
332,1102,Sutter Bypass 2023,3/13/2023,10:05,Butte Creek at Meridian Pass Rd pad,Chinook,Spring,Fall,CHIN_CaCV_SBP23A335,Fall,,Present,65,2.91,SBP23A335,3482,YES,Seine,"Measure, genetics, and release",NO,,
333,1103,Sutter Bypass 2023,3/13/2023,10:05,Butte Creek at Meridian Pass Rd pad,Chinook,Spring,Fall,CHIN_CaCV_SBP23A336,Fall,,Present,73,4.19,SBP23A336,3483,YES,Seine,"Measure, genetics, and release",NO,,
334,1107,Willow Bend 2023,3/13/2023,11:25,Willow Bend east margin,Chinook,Spring,Winter,CHIN_CaCV_SBP23A337,Winter,,Clipped,86,6.84,SBP23A337,3584,YES,Seine,"Measure, genetics, and release",NO,,
335,1116,Sutter Bypass 2023,3/13/2023,15:35,Refuge south entrance parking lot,Chinook,Fall,Spring,CHIN_CaCV_SBP23A338,SpButte,,Present,62,2.82,SBP23A338,3586,YES,Seine,"Measure, genetics, and euthanize",YES,,
336,1117,Sutter Bypass 2023,3/13/2023,15:35,Refuge south entrance parking lot,Chinook,Spring,Fall,CHIN_CaCV_SBP23A339,Fall,,Present,67,3.36,SBP23A339,3587,YES,Seine,"Measure, genetics, and release",NO,,
337,1118,Sutter Bypass 2023,3/13/2023,15:35,Refuge south entrance parking lot,Chinook,Spring,Fall,CHIN_CaCV_SBP23A340,Fall,,Present,71,4.2,SBP23A340,3588,YES,Seine,"Measure, genetics, and release",NO,,
338,1119,Sutter Bypass 2023,3/13/2023,15:35,Refuge south entrance parking lot,Chinook,Fall,Fall,CHIN_CaCV_SBP23A341,Fall,,Present,60,2.26,SBP23A341,3589,YES,Seine,"Measure, genetics, and euthanize",YES,,
339,1120,Sutter Bypass 2023,3/13/2023,15:35,Refuge south entrance parking lot,Chinook,Fall,Spring,CHIN_CaCV_SBP23A342,SpMill_Deer,,Present,63,2.58,SBP23A342,3590,YES,Seine,"Measure, genetics, and euthanize",YES,,
340,1121,Sutter Bypass 2023,3/13/2023,15:35,Refuge south entrance parking lot,Chinook,Spring,Fall,CHIN_CaCV_SBP23A343,Fall,,Present,68,3.21,SBP23A343,3591,YES,Seine,"Measure, genetics, and release",NO,,
341,1122,Sutter Bypass 2023,3/13/2023,15:35,Refuge south entrance parking lot,Chinook,Spring,LateFall,CHIN_CaCV_SBP23A344,LateFall,,Present,69,3.34,SBP23A344,3592,YES,Seine,"Measure, genetics, and release",NO,,
342,1123,Sutter Bypass 2023,3/13/2023,15:35,Refuge south entrance parking lot,Chinook,Fall,Fall,CHIN_CaCV_SBP23A345,Fall,,Present,63,2.65,SBP23A345,3593,YES,Seine,"Measure, genetics, and euthanize",YES,,
343,1133,Sutter Bypass 2023,3/20/2023,8:15,Tisdale Bypass at Reclamation Rd,Chinook,Fall,Fall,CHIN_CaCV_SBP23A346,Fall,,Present,49,1.26,SBP23A346,3594,YES,Seine,"Measure, genetics, and euthanize",YES,,
344,1134,Sutter Bypass 2023,3/20/2023,8:15,Tisdale Bypass at Reclamation Rd,Chinook,Fall,Fall,CHIN_CaCV_SBP23A347,Fall,,Present,51,1.31,SBP23A347,3595,YES,Seine,"Measure, genetics, and euthanize",YES,,
345,1135,Sutter Bypass 2023,3/20/2023,8:15,Tisdale Bypass at Reclamation Rd,Chinook,Fall,Fall,CHIN_CaCV_SBP23A348,Fall,,Present,53,1.4,SBP23A348,3596,YES,Seine,"Measure, genetics, and euthanize",YES,,
346,1141,Willow Bend 2023,3/20/2023,11:25,Willow Bend east margin,Chinook,Spring,,,,,Present,72,4.29,SBP23A349,3598,YES,Seine,"Measure, genetics, and take specimen",YES,Found dead and moldy,
347,1142,Willow Bend 2023,3/20/2023,11:25,Willow Bend east margin,Chinook,Fall,Fall,CHIN_CaCV_SBP23A350,Fall,,Present,60,2.22,SBP23A350,3599,YES,Seine,"Measure, genetics, and euthanize",YES,,
348,1143,Willow Bend 2023,3/20/2023,11:25,Willow Bend east margin,Chinook,Fall,Fall,CHIN_CaCV_SBP23A351,Fall,,Present,51,1.26,SBP23A351,3600,YES,Seine,"Measure, genetics, and euthanize",YES,,
349,1144,Willow Bend 2023,3/20/2023,11:25,Willow Bend east margin,Chinook,Fall,Fall,CHIN_CaCV_SBP23A352,Fall,,Present,48,1.09,SBP23A352,3601,YES,Seine,"Measure, genetics, and release",NO,,
